STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,reportType,HourlySkyConditions,HourlyVisibility,HourlyPresentWeatherType,HourlyDryBulbTemperatureF,HourlyDryBulbTemperatureC,HourlyWetBulbTemperatureF,HourlyWetBulbTemperatureC,HourlyDewPointTemperatureF,HourlyDewPointTemperatureC,HourlyRelativeHumidity,HourlyWindSpeed,HourlyWindDirection,HourlyWindGustSpeed,HourlyStationPressure,HourlyPressureTendency,HourlyPressureChange,HourlySeaLevelPressure,HourlyPrecipitation,HourlyAltimeterSetting,DailyMaximumDryBulbTemperature,DailyMinimumDryBulbTemperature,DailyAverageDryBulbTemperature,DailyDepartureFromNormalAverageTemperature,DailyAverageRelativeHumidity,DailyAverageDewPointTemperature,DailyAverageWetBulbTemperature,DailyHeatingDegreeDays,DailyCoolingDegreeDays,DailySunrise,DailySunset,DailyPrecipitation,DailySnowfall,DailySnowDepth,DailyAverageStationPressure,DailyAverageSeaLevelPressure,DailyAverageWindSpeed,DailyPeakWindSpeed,PeakWindDirection,DailySustainedWindSpeed,DailySustainedWindDirection
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/23/2014 23:51,FM-15,CLR:00,10,,21,-6.1,18,-7.6,11,-11.7,65,5,220,,29.62,7,0,30.37,,30.34,32,19,26,-14.8,,,,39,0,1149,8,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/23/2014 23:59,SOD,,,,,,,,,,,,,,,,,,,,32,19,26,-14.8,49,,31,39,0,1149,8,,,,30,30,10,25,10,17,360
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/24/2014 0:51,FM-15,CLR:00,10,,21,-6.1,18,-7.6,11,-11.7,65,5,220,,29.62,,,30.37,,30.34,,,,,,,,,,1149,8,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/24/2014 1:51,FM-15,FEW:02 250,10,,20,-6.7,18,-8.1,11,-11.7,68,5,240,,29.6,,,30.36,,30.33,,,,,,,,,,1149,8,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/24/2014 2:51,FM-15,BKN:07 200,10,,21,-6.1,18,-7.7,10,-12.2,62,6,330,,29.62,5,0.01,30.37,,30.34,,,,,,,,,,1149,8,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/24/2014 3:51,FM-15,BKN:07 120 BKN:07 200,10,,21,-6.1,18,-7.9,8,-13.3,57,8,340,,29.6,,,30.35,,30.32,,,,,,,,,,1149,8,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/24/2014 4:51,FM-15,BKN:07 110 BKN:07 200,10,,20,-6.7,17,-8.3,8,-13.3,60,7,350,,29.6,,,30.36,,30.33,,,,,,,,,,1149,8,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/24/2014 5:51,FM-15,FEW:02 20 BKN:07 110 OVC:08 200,10,,20,-6.7,17,-8.5,6,-14.4,55,7,350,,29.62,5,0,30.37,,30.34,,,,,,,,,,1149,8,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/24/2014 6:51,FM-15,FEW:02 24 BKN:07 100 OVC:08 200,10,,22,-5.6,18,-7.6,6,-14.4,50,5,360,,29.6,,,30.35,,30.32,,,,,,,,,,1149,8,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/24/2014 7:51,FM-15,SCT:04 95 BKN:07 250,10,,23,-5,19,-7.2,4,-15.6,44,5,330,,29.6,,,30.35,,30.32,,,,,,,,,,1149,8,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/24/2014 8:51,FM-15,FEW:02 250,10,,26,-3.3,22,-5.8,5,-15,40,6,310,,29.6,5,0.01,30.35,,30.32,,,,,,,,,,1149,8,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/24/2014 9:51,FM-15,FEW:02 250,10,,28,-2.2,23,-4.8,5,-15,37,7,280,,29.57,,,30.33,,30.3,,,,,,,,,,1149,8,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/24/2014 10:51,FM-15,FEW:02 250,10,,29,-1.7,24,-4.3,4,-15.6,34,8,300,,29.55,,,30.31,,30.27,,,,,,,,,,1149,8,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/24/2014 11:51,FM-15,FEW:02 150 SCT:04 250,10,,32,0,27,-2.8,4,-15.6,30,3,VRB,,29.53,8,0.06,30.28,,30.25,,,,,,,,,,1149,8,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/24/2014 12:51,FM-15,SCT:04 250,10,,32,0,27,-2.8,5,-15,32,7,310,,29.5,,,30.25,,30.22,,,,,,,,,,1149,8,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/24/2014 13:51,FM-15,FEW:02 180 BKN:07 250,10,,34,1.1,29,-1.8,7,-13.9,32,8,270,,29.47,,,30.22,,30.19,,,,,,,,,,1149,8,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/24/2014 14:51,FM-15,FEW:02 55 SCT:04 250,10,,34,1.1,29,-1.8,8,-13.3,34,8,290,,29.45,6,0.08,30.2,,30.17,,,,,,,,,,1149,8,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/24/2014 15:51,FM-15,SCT:04 55 SCT:04 250,10,,35,1.7,30,-1.4,9,-12.8,34,10,250,,29.43,,,30.18,,30.15,,,,,,,,,,1149,8,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/24/2014 16:51,FM-15,SCT:04 60 SCT:04 250,10,,34,1.1,29,-1.9,10,-12.2,37,11,280,,29.42,,,30.17,,30.14,,,,,,,,,,1149,8,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/24/2014 17:51,FM-15,FEW:02 55 SCT:04 250,10,,32,0,27,-2.8,11,-11.7,41,9,270,,29.4,7,0.04,30.15,,30.12,,,,,,,,,,1149,8,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/24/2014 18:51,FM-15,FEW:02 55,10,,31,-0.6,26,-3.2,12,-11.1,45,8,230,,29.39,,,30.14,,30.11,,,,,,,,,,1147,9,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/24/2014 19:51,FM-15,FEW:02 55,10,,30,-1.1,25,-3.6,13,-10.6,49,7,230,,29.38,,,30.13,,30.1,,,,,,,,,,1147,9,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/24/2014 20:51,FM-15,FEW:02 60,10,,29,-1.7,25,-4.1,13,-10.6,51,8,220,,29.36,8,0.04,30.11,,30.08,,,,,,,,,,1147,9,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/24/2014 21:51,FM-15,FEW:02 50,10,,29,-1.7,25,-4,14,-10,54,8,230,,29.34,,,30.09,,30.06,,,,,,,,,,1147,9,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/24/2014 22:51,FM-15,BKN:07 100,10,,29,-1.7,25,-3.9,15,-9.4,56,7,230,,29.32,,,30.07,,30.04,,,,,,,,,,1147,9,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/24/2014 23:51,FM-15,SCT:04 47 SCT:04 60 OVC:08 90,10,,31,-0.6,27,-2.9,17,-8.3,56,13,240,,29.3,8,0.06,30.04,,30.02,36,20,28,-13.1,,,,37,0,1147,9,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/24/2014 23:59,SOD,,,,,,,,,,,,,,,,,,,,36,20,28,-13.1,46,,31,37,0,1147,9,,,,29,30,7,20,280,15,270
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/25/2014 0:51,FM-15,BKN:07 15 BKN:07 27 OVC:08 32,4,-SN:03 |SN:71 |,30,-1.1,27,-2.6,23,-5,75,13,290,20,29.28,,,30.02,0.02,30,,,,,,,,,,1147,9,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/25/2014 1:51,FM-15,FEW:02 31 BKN:07 40 BKN:07 110,10,,27,-2.8,25,-4.1,20,-6.7,75,8,300,,29.27,,,30.01,0.02,29.99,,,,,,,,,,1147,9,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/25/2014 2:51,FM-15,SCT:04 16 BKN:07 24 OVC:08 80,7,-SN:03 |SN:71 |,27,-2.8,25,-4.1,20,-6.7,75,8,20,,29.26,6,0.04,30.01,T,29.98,,,,,,,,,,1147,9,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/25/2014 3:51,FM-15,BKN:07 23 OVC:08 30,4,-SN:03 |SN:71 |,26,-3.3,23,-4.8,18,-7.8,71,14,360,,29.27,,,30.01,0.01,29.99,,,,,,,,,,1147,9,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/25/2014 4:51,FM-15,FEW:02 46 BKN:07 60 OVC:08 250,10,,25,-3.9,22,-5.7,14,-10,63,15,320,21,29.28,,,30.03,T,30,,,,,,,,,,1147,9,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/25/2014 5:51,FM-15,FEW:02 50,10,,23,-5,20,-6.7,12,-11.1,63,11,310,,29.29,3,-0.03,30.04,,30.01,,,,,,,,,,1147,9,0.05,,1,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/25/2014 6:51,FM-15,FEW:02 70,10,,24,-4.4,20,-6.5,10,-12.2,55,11,310,,29.31,,,30.06,,30.03,,,,,,,,,,1147,9,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/25/2014 7:51,FM-15,FEW:02 34 SCT:04 50,10,,25,-3.9,21,-6,11,-11.7,55,18,320,24,29.32,,,30.07,,30.04,,,,,,,,,,1147,9,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/25/2014 8:51,FM-15,SCT:04 34 OVC:08 46,10,,25,-3.9,21,-5.9,12,-11.1,58,20,340,,29.34,3,-0.05,30.09,T,30.06,,,,,,,,,,1147,9,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/25/2014 9:51,FM-15,BKN:07 41,10,,25,-3.9,21,-6,10,-12.2,53,16,320,25,29.37,,,30.12,T,30.09,,,,,,,,,,1147,9,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/25/2014 10:51,FM-15,BKN:07 43,10,,25,-3.9,21,-6.1,9,-12.8,50,14,320,22,29.38,,,30.13,,30.1,,,,,,,,,,1147,9,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/25/2014 11:51,FM-15,BKN:07 39 BKN:07 49,10,,26,-3.3,22,-5.7,8,-13.3,46,15,310,22,29.39,1,-0.04,30.14,,30.11,,,,,,,,,,1147,9,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/25/2014 12:51,FM-15,BKN:07 50,10,,27,-2.8,23,-5.2,8,-13.3,45,16,290,,29.39,,,30.14,,30.11,,,,,,,,,,1147,9,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/25/2014 13:51,FM-15,BKN:07 48,10,,28,-2.2,23,-4.8,7,-13.9,41,17,310,25,29.39,,,30.14,,30.11,,,,,,,,,,1147,9,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/25/2014 14:51,FM-15,BKN:07 50,10,,28,-2.2,23,-4.8,5,-15,37,20,330,23,29.4,3,-0.01,30.14,,30.12,,,,,,,,,,1147,9,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/25/2014 15:51,FM-15,SCT:04 50,10,,27,-2.8,22,-5.3,4,-15.6,37,16,320,,29.4,,,30.14,,30.12,,,,,,,,,,1147,9,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/25/2014 16:51,FM-15,SCT:04 55,10,,28,-2.2,23,-4.8,3,-16.1,34,15,320,22,29.41,,,30.16,,30.13,,,,,,,,,,1147,9,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/25/2014 17:51,FM-15,SCT:04 55,10,,26,-3.3,22,-5.8,3,-16.1,37,17,320,24,29.43,3,-0.03,30.18,,30.15,,,,,,,,,,1147,9,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/25/2014 18:51,FM-15,SCT:04 55,10,,25,-3.9,21,-6.3,3,-16.1,39,11,300,,29.44,,,30.19,,30.16,,,,,,,,,,1145,10,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/25/2014 19:51,FM-15,SCT:04 55,10,,25,-3.9,21,-6.3,4,-15.6,40,8,310,,29.46,,,30.21,,30.18,,,,,,,,,,1145,10,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/25/2014 20:51,FM-15,FEW:02 60,10,,24,-4.4,20,-6.7,5,-15,44,8,300,,29.48,3,-0.04,30.23,,30.2,,,,,,,,,,1145,10,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/25/2014 21:51,FM-15,FEW:02 50,10,,23,-5,19,-7.1,6,-14.4,48,9,290,,29.49,,,30.24,,30.21,,,,,,,,,,1145,10,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/25/2014 22:51,FM-15,FEW:02 50,10,,22,-5.6,18,-7.5,7,-13.9,52,7,320,,29.5,,,30.25,,30.22,,,,,,,,,,1145,10,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/25/2014 23:51,FM-15,CLR:00,10,,21,-6.1,17,-8.1,5,-15,50,7,320,,29.5,1,-0.03,30.25,,30.22,31,21,26,-15.5,,,,39,0,1145,10,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/25/2014 23:59,SOD,,,,,,,,,,,,,,,,,,,,31,20,26,-15.5,51,,31,39,0,1145,10,0.05,0.6,1,29,30,13,30,320,23,330
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/26/2014 0:51,FM-15,CLR:00,10,,20,-6.7,17,-8.6,4,-15.6,50,5,350,,29.52,,,30.27,,30.24,,,,,,,,,,1145,10,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/26/2014 1:51,FM-15,CLR:00,10,,19,-7.2,16,-9.1,3,-16.1,49,5,360,,29.52,,,30.27,,30.24,,,,,,,,,,1145,10,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/26/2014 2:51,FM-15,CLR:00,10,,18,-7.8,15,-9.5,4,-15.6,54,3,320,,29.52,1,-0.02,30.27,,30.24,,,,,,,,,,1145,10,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/26/2014 3:51,FM-15,CLR:00,10,,18,-7.8,15,-9.4,5,-15,57,0,0,,29.53,,,30.28,,30.25,,,,,,,,,,1145,10,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/26/2014 4:51,FM-15,CLR:00,10,,17,-8.3,14,-9.8,6,-14.4,62,0,0,,29.54,,,30.29,,30.26,,,,,,,,,,1145,10,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/26/2014 5:51,FM-15,FEW:02 30,10,,16,-8.9,14,-10.1,7,-13.9,67,3,250,,29.56,3,-0.04,30.32,,30.28,,,,,,,,,,1145,10,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/26/2014 6:51,FM-15,FEW:02 30,10,,20,-6.7,17,-8.4,7,-13.9,57,0,0,,29.57,,,30.33,,30.3,,,,,,,,,,1145,10,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/26/2014 7:51,FM-15,FEW:02 250,10,,22,-5.6,18,-7.7,3,-16.1,44,5,190,,29.57,,,30.33,,30.3,,,,,,,,,,1145,10,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/26/2014 8:51,FM-15,FEW:02 250,10,,25,-3.9,21,-6.3,4,-15.6,40,7,190,,29.57,1,-0.02,30.34,,30.3,,,,,,,,,,1145,10,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/26/2014 9:51,FM-15,FEW:02 250,10,,28,-2.2,23,-4.8,5,-15,37,10,180,21,29.56,,,30.31,,30.28,,,,,,,,,,1145,10,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/26/2014 10:51,FM-15,FEW:02 250,10,,30,-1.1,25,-3.8,6,-14.4,36,13,200,,29.54,,,30.3,,30.26,,,,,,,,,,1145,10,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/26/2014 11:51,FM-15,SCT:04 100 SCT:04 250,10,,32,0,27,-2.8,7,-13.9,35,11,230,,29.52,8,0.07,30.26,,30.24,,,,,,,,,,1145,10,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/26/2014 12:51,FM-15,FEW:02 90 SCT:04 250,10,,35,1.7,30,-1.4,9,-12.8,34,8,200,,29.48,,,30.23,,30.2,,,,,,,,,,1145,10,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/26/2014 13:51,FM-15,FEW:02 90 SCT:04 250,10,,37,2.8,31,-0.4,11,-11.7,34,13,170,,29.45,,,30.2,,30.17,,,,,,,,,,1145,10,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/26/2014 14:51,FM-15,SCT:04 100 BKN:07 250,10,,38,3.3,32,0.1,12,-11.1,34,13,180,,29.42,6,0.09,30.17,,30.14,,,,,,,,,,1145,10,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/26/2014 15:51,FM-15,FEW:02 100 SCT:04 250,10,,38,3.3,32,0.1,13,-10.6,36,13,VRB,22,29.39,,,30.14,,30.11,,,,,,,,,,1145,10,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/26/2014 16:51,FM-15,BKN:07 95 BKN:07 250,10,,38,3.3,32,0.1,15,-9.4,39,16,170,,29.38,,,30.12,,30.1,,,,,,,,,,1145,10,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/26/2014 17:51,FM-15,OVC:08 90,10,,37,2.8,31,-0.3,16,-8.9,42,21,180,26,29.34,8,0.08,30.09,,30.06,,,,,,,,,,1145,10,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/26/2014 18:51,FM-15,FEW:02 80 OVC:08 100,10,,37,2.8,31,-0.3,16,-8.9,42,13,170,,29.33,,,30.08,,30.05,,,,,,,,,,1143,12,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/26/2014 19:51,FM-15,BKN:07 85 OVC:08 100,10,,37,2.8,31,-0.3,16,-8.9,42,18,170,23,29.3,,,30.04,,30.02,,,,,,,,,,1143,12,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/26/2014 20:51,FM-15,OVC:08 110,10,,38,3.3,32,0.1,16,-8.9,41,15,180,23,29.29,8,0.05,30.03,,30.01,,,,,,,,,,1143,12,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/26/2014 21:51,FM-15,FEW:02 85 OVC:08 110,10,,38,3.3,32,0.2,17,-8.3,43,18,190,31,29.28,,,30.02,,30,,,,,,,,,,1143,12,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/26/2014 22:51,FM-15,OVC:08 100,10,,39,3.9,33,0.6,16,-8.9,39,23,200,30,29.26,,,30,,29.98,,,,,,,,,,1143,12,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/26/2014 23:51,FM-15,FEW:02 75 BKN:07 100 OVC:08 230,10,,38,3.3,32,0.1,16,-8.9,41,18,200,31,29.23,8,0.05,29.97,,29.95,39,15,27,-14.8,,,,38,0,1143,12,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/26/2014 23:59,SOD,,,,,,,,,,,,,,,,,,,,39,15,27,-14.8,44,,31,38,0,1143,12,,,,29,30,10,33,190,26,190
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/27/2014 0:51,FM-15,OVC:08 100,10,,38,3.3,32,0.2,17,-8.3,43,17,190,,29.22,,,29.95,,29.94,,,,,,,,,,1143,12,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/27/2014 1:51,FM-15,OVC:08 80,10,,39,3.9,33,0.6,17,-8.3,41,16,200,25,29.2,,,29.93,,29.92,,,,,,,,,,1143,12,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/27/2014 2:51,FM-15,BKN:07 46 BKN:07 60 OVC:08 70,10,-RA:02 |RA:61 |,38,3.3,33,0.4,22,-5.6,52,18,200,26,29.18,6,0.05,29.92,T,29.9,,,,,,,,,,1143,12,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/27/2014 3:51,FM-15,OVC:08 28,10,-RA:02 |RA:61 |,35,1.7,32,-0.1,27,-2.8,72,15,190,,29.16,,,29.9,0.01,29.88,,,,,,,,,,1143,12,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/27/2014 4:51,FM-15,SCT:04 24 BKN:07 33 OVC:08 39,10,-RA:02 |RA:61 |,35,1.7,32,-0.1,27,-2.8,72,15,180,23,29.14,,,29.88,0.01,29.86,,,,,,,,,,1143,12,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/27/2014 5:51,FM-15,SCT:04 28 OVC:08 38,10,-RA:02 |RA:61 |,34,1.1,32,-0.3,28,-2.2,79,14,180,,29.13,8,0.06,29.86,0.01,29.84,,,,,,,,,,1143,12,0.03,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/27/2014 6:51,FM-15,BKN:07 20 OVC:08 34,6,-RA:02 PL:06 |RA:61 PL:74 |,35,1.7,32,0.3,29,-1.7,78,14,180,,29.11,,,29.85,0.01,29.83,,,,,,,,,,1143,12,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/27/2014 7:51,FM-15,OVC:08 14,8,-RA:02 |RA:61 |,36,2.2,33,0.8,30,-1.1,79,14,190,,29.1,,,29.83,T,29.81,,,,,,,,,,1143,12,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/27/2014 8:51,FM-15,OVC:08 14,8,,38,3.3,35,1.9,32,0,79,18,180,26,29.08,8,0.05,29.81,T,29.79,,,,,,,,,,1143,12,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/27/2014 9:51,FM-15,BKN:07 13 OVC:08 34,3,-RA:02 |RA:61 |,38,3.3,36,2.1,33,0.6,83,17,190,26,29.07,,,29.79,T,29.78,,,,,,,,,,1143,12,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/27/2014 10:51,FM-15,SCT:04 14 OVC:08 24,3,-DZ:01 |DZ:51 |,39,3.9,36,2.4,33,0.6,79,20,180,28,29.03,,,29.76,T,29.74,,,,,,,,,,1143,12,,,,,,,,,,
